0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,090741,CME ,0,90,215037,38434,67649,16,101212,44317,5392,18949,69957,3061,16416,0,0,183480,190392,31557,24645,   -1215,   -9219,    3717,     -40,    5344,   -2963,     469,     518,   -1329,    -270,    1656,       0,       0,   -1542,    -416,     327,    -799,100.0,17.9,31.5,0.0,47.1,20.6,2.5,8.8,32.5,1.4,7.6,0.0,0.0,85.3,88.5,14.7,11.5,120,      7,      9,.,     25,     14,      9,     18,     33,      9,     14,      0,      0,78,62,46.5,37.5,54.5,49.6,46.5,37.5,53.8,49.6,"(CONTRACTS OF CAD 100,000)",090741,CME ,90,F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,092741,CME ,0,92,95799,56002,7995,1730,4803,57373,1638,7398,8198,851,2150,1357,1071,75643,80213,20156,15586,    2244,    -306,      50,       0,    -562,     736,     380,    -235,     926,     266,     400,     450,       3,     -54,    2811,    2298,    -567,100.0,58.5,8.3,1.8,5.0,59.9,1.7,7.7,8.6,0.9,2.2,1.4,1.1,79.0,83.7,21.0,16.3,48,      6,      4,.,.,      9,.,     11,      9,      4,.,.,.,30,28,61.1,58.8,66.4,70.6,59.3,57.5,64.3,69.3,"(CONTRACTS OF CHF 125,000)",092741,CME ,92,F10,FutOnly
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,096742,CME ,0,96,227574,53365,29402,2564,50137,128738,7456,73525,30046,3335,892,427,0,191274,201968,36300,25606,    -314,     669,      51,     357,   -4497,    7416,     957,      79,   -7989,     592,    -620,       0,       0,   -2463,    1384,    2149,   -1698,100.0,23.4,12.9,1.1,22.0,56.6,3.3,32.3,13.2,1.5,0.4,0.2,0.0,84.0,88.7,16.0,11.3,101,      5,      8,.,     18,     27,      9,     25,     16,     10,.,.,      0,62,61,32.0,39.4,48.6,49.8,31.3,39.3,47.4,49.8,"(CONTRACTS OF GBP 62,500)",096742,CME ,96,F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,097741,CME ,0,97,334948,38386,74423,7712,73114,47598,35511,69883,123750,3328,60694,2733,4847,293475,299902,41473,35046,   31275,   -2250,    2851,    6392,    -174,    6940,    2952,   11484,   10899,    -587,   11126,    1118,      -1,   28942,   30564,    2333,     711,100.0,11.5,22.2,2.3,21.8,14.2,10.6,20.9,36.9,1.0,18.1,0.8,1.4,87.6,89.5,12.4,10.5,162,     11,     12,      4,     27,     21,     14,     35,     38,     11,     13,      4,.,100,94,28.5,43.3,45.9,54.4,25.7,36.3,38.3,46.0,"(CONTRACTS OF JPY 12,500,000)",097741,CME ,97,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,099741,CME ,0,99,926273,55900,586035,6445,546599,136061,35382,132693,82489,22998,28583,14664,3298,831898,887372,94375,38901,   15809,    -177,   15931,     414,    7152,    1053,     749,    8926,     777,   -3162,     873,    -693,    -160,   14615,   14909,    1194,     900,100.0,6.0,63.3,0.7,59.0,14.7,3.8,14.3,8.9,2.5,3.1,1.6,0.4,89.8,95.8,10.2,4.2,331,     17,     12,     11,    127,     34,     43,     61,     37,     21,     31,     12,.,264,145,18.0,58.2,28.6,70.3,17.3,58.2,27.6,70.3,"(CONTRACTS OF EUR 125,000)",099741,CME ,99,F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,232741,CME ,0,232,247194,27635,112708,2620,59842,73757,2877,97357,32453,3660,9817,1660,0,203808,229735,43386,17459,   -7046,   -6159,    4291,    2439,   -2812,   -7699,      32,   -1091,   -6586,    2296,   -3707,     210,       0,   -9002,   -5017,    1956,   -2029,100.0,11.2,45.6,1.1,24.2,29.8,1.2,39.4,13.1,1.5,4.0,0.7,0.0,82.4,92.9,17.6,7.1,140,      9,     11,      4,     27,     13,      7,     38,     26,     11,     12,      4,      0,95,67,26.7,61.6,37.9,70.2,25.7,61.4,36.9,69.9,"(CONTRACTS OF AUD 100,000)",232741,CME ,232,F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,299741,CME ,0,99,38225,418,28420,0,18836,0,1122,2499,4264,282,512,0,0,23669,34088,14556,4137,    -326,     418,     -74,       0,    -101,       0,      -1,    -875,     -93,     282,      46,       0,       0,    -231,     114,     -95,    -440,100.0,1.1,74.3,0.0,49.3,0.0,2.9,6.5,11.2,0.7,1.3,0.0,0.0,61.9,89.2,38.1,10.8,26,.,.,      0,     14,      0,.,.,      5,.,.,      0,      0,19,11,26.3,80.4,43.2,87.3,26.1,80.4,41.1,85.5,"(CONTRACTS OF EUR 125,000)",299741,CME ,99,F10,FutOnly
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,399741,CME ,0,99,19419,1752,2247,0,6702,13286,158,1669,0,10,0,0,0,10291,15701,9128,3718,     309,       0,     407,       0,     623,     138,       2,     -25,       0,      -4,       0,       0,       0,     596,     543,    -287,    -234,100.0,9.0,11.6,0.0,34.5,68.4,0.8,8.6,0.0,0.1,0.0,0.0,0.0,53.0,80.9,47.0,19.1,24,.,.,      0,      7,     10,      6,.,      0,.,      0,      0,      0,15,16,28.0,39.3,45.1,63.6,27.9,39.1,45.0,62.9,"(CONTRACTS OF EUR 125,000)",399741,CME ,99,F10,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,095741,CME ,0,95,226933,7510,83088,213,111850,24704,934,86993,41133,2601,7308,68923,2697,220106,224293,6827,2640,    1066,     494,      87,      39,    -864,     343,     -62,   -1640,   -3181,     862,     377,      94,    2693,    1899,     875,    -833,     191,100.0,3.3,36.6,0.1,49.3,10.9,0.4,38.3,18.1,1.1,3.2,30.4,1.2,97.0,98.8,3.0,1.2,190,     10,      7,.,     36,      8,.,     82,     23,      8,     13,     10,.,150,56,25.7,67.2,43.1,83.7,25.6,66.0,43.0,82.3,"(CONTRACTS OF MXN 500,000)",095741,CME ,95,F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,260210,2026-02-10,102741,CME ,0,102,89018,1915,46925,2143,48321,1578,116,26636,25222,758,3673,11651,0,83562,88393,5456,625,    1683,     711,   -1420,       3,     757,     610,       0,    -341,     -29,     374,    -114,    2512,       0,    1390,    2050,     293,    -367,100.0,2.2,52.7,2.4,54.3,1.8,0.1,29.9,28.3,0.9,4.1,13.1,0.0,93.9,99.3,6.1,0.7,110,      4,      6,.,     24,      7,.,     43,     10,      6,      6,      7,      0,83,37,34.4,80.4,46.6,89.2,34.4,80.4,46.6,88.0,"(CONTRACTS OF BRL 100,000)",102741,CME ,102,F15,FutOnly
